AAV,start,end,Sample,guppy_01,guppy_02,nanopolish_01,nanopolish_02,megalodon_01,megalodon_02,deepsignal_01,deepsignal_02,annotation,guppy_03,nanopolish_03,megalodon_03,deepsignal_03
CMV,2265,2266,liver,6.547619047619049,11.4128388554217,5.25846702317291,2.60909368324687,4.9,7.3,4.8,6.25,CMV_church,NA,NA,NA,NA
CMV,2267,2268,liver,15.124843945068701,15.9533234372423,5.25846702317291,2.60909368324687,2.75,1.9,4.8,4.8,CMV_church,NA,NA,NA,NA
CMV,2281,2282,liver,5.87056128293242,4.05362144857943,21.5151515151515,20.3046953046953,5.5,3.4,7.6,7.95,CMV_church,NA,NA,NA,NA
CMV,2293,2294,liver,5.23255813953488,10.6439843882573,7.00757575757576,8.55689858490566,2.7,2,12.5,7.5,CMV_church,NA,NA,NA,NA
CMV,2305,2306,liver,4.04487568223166,3.1657591490439403,6.35764944275582,3.1943105110896797,2.15,0.65,5.1499999999999995,3.35,CMV_church,NA,NA,NA,NA
CMV,2312,2313,liver,8.85485287659201,6.7443545465523504,6.35764944275582,3.1943105110896797,1.6,1.95,0.44999999999999996,0.5499999999999999,CMV_church,NA,NA,NA,NA
CMV,2319,2320,liver,10.158188585607899,10.1205838798392,6.35764944275582,3.1943105110896797,0,1.6,5.4,4.55,CMV_church,NA,NA,NA,NA
CMV,2329,2330,liver,4.36698717948718,6.10524217659956,6.35764944275582,3.1943105110896797,2.05,0,4.35,6.6000000000000005,CMV_church,NA,NA,NA,NA
CMV,2341,2342,liver,2.45721149034131,3.2463615111982502,4.7439353099730495,8.83458646616541,4.25,5.65,6.950000000000001,4.2,CMV_church,NA,NA,NA,NA
CMV,2359,2360,liver,9.81492718446602,6.5800772863890105,4.70588235294118,3.11404906021026,3.15,2.15,2.75,7.9,CMV_church,NA,NA,NA,NA
CMV,2382,2383,liver,5.19986005422899,5.0379395885013905,17.3015873015873,17.8947368421053,1.95,1.6,3.25,6.15,CMV_church,NA,NA,NA,NA
CMV,2403,2404,liver,11.3725490196078,12.2126996493962,15.7894736842105,12.1848739495798,12.9,6.4,22.3,18.45,CMV_church,NA,NA,NA,NA
CMV,2452,2453,liver,2.06185567010309,3.22814128546613,4.25531914893617,5.78551882899709,1.45,2.1,3.6999999999999997,1.95,CMV_church,NA,NA,NA,NA
CMV,2465,2466,liver,5.12247600132406,6.30092946269417,9.68599033816425,6.825557809330631,4.25,3.05,5.800000000000001,4.3999999999999995,CMV_church,NA,NA,NA,NA
CMV,2474,2475,liver,3.94736842105263,5.69486543584091,9.68599033816425,6.825557809330631,1.9,1.45,8.9,10.6,CMV_church,NA,NA,NA,NA
CMV,2486,2487,liver,7.526881720430111,4.72680715595695,4.9119373776907995,2.51439037153323,2.1,2.7,7.199999999999999,3.75,CMV_church,NA,NA,NA,NA
CMV,2546,2547,liver,4.35508935508936,3.12915931006383,2.0323859881031097,0.6391407334803559,1.5,2.3,3.95,4.6,CMV_church,NA,NA,NA,NA
CMV,2558,2559,liver,11.7867867867868,10.054565880276,3.5042735042735003,4.59236326109391,0.45,0.45,25.95,29.5,CMV_church,NA,NA,NA,NA
CMV,2577,2578,liver,4.836415362731151,3.05649187723344,2.8605015673981202,2.57056451612903,2.3,2.55,8.05,6.800000000000001,CMV_church,NA,NA,NA,NA
CMV,2601,2602,liver,7.405809605982169,7.62928827444956,10.7238872846759,8.942845723421259,2,1,6.6000000000000005,4.3999999999999995,CMV_church,NA,NA,NA,NA
CMV,2610,2611,liver,10.7556935817805,10.4273008938323,10.7238872846759,8.942845723421259,2.75,4.85,17.9,19.05,CMV_church,NA,NA,NA,NA
CMV,2622,2623,liver,7.289055973266501,11.1344348140123,12.522045855379199,10.6410256410256,2.95,4.85,9.700000000000001,11.450000000000001,CMV_church,NA,NA,NA,NA
CMV,2651,2652,liver,5.200501253132829,3.48847231200172,12.3055555555556,9.20634920634921,2,1.9,5.5,2.25,CMV_church,NA,NA,NA,NA
CMV,2685,2686,liver,8.9354200173203,8.757649938800489,14.7222222222222,24.540816326530603,3.3,2.85,7.000000000000001,6.1,CMV_church,NA,NA,NA,NA
CMV,2703,2704,liver,10.0782268578879,11.447505197505201,7.44766505636071,6.58161970043158,19.35,17.7,21.099999999999998,21.9,CMV_church,NA,NA,NA,NA
CMV,2714,2715,liver,11.794102948525701,11.202050264550302,4.85436893203883,3.2999277717587603,5.2,3.9,11.200000000000001,9.950000000000001,CMV_church,NA,NA,NA,NA
CMV,2725,2726,liver,7.011594202898549,5.03354403381549,4.8148148148148096,6.10043067086978,6.5,5.5,9.5,10.7,CMV_church,NA,NA,NA,NA
CMV,2735,2736,liver,3.1690140845070403,6.121926229508199,4.8148148148148096,6.10043067086978,1.1,0.85,5.5,5.65,CMV_church,NA,NA,NA,NA
CMV,2742,2743,liver,8.690365910143589,6.08086908777159,4.8148148148148096,6.10043067086978,3.45,2.2,9.5,8.6,CMV_church,NA,NA,NA,NA
CMV,2748,2749,liver,15.577777777777799,12.713580792458401,4.8148148148148096,6.10043067086978,8.6,6.1,17.599999999999998,18.6,CMV_church,NA,NA,NA,NA
CMV,2775,2776,liver,4.38863521055302,3.20119802677942,4.01785714285714,7.56124115405552,1.75,2,1.4000000000000001,2.1999999999999997,CMV_church,NA,NA,NA,NA
CMV,2787,2788,liver,4.49346405228758,5.29518723585493,5.21872959611977,3.1948416240141304,2.9,1.7,5.5,6.1,CMV_church,NA,NA,NA,NA
CMV,2795,2796,liver,2.08855053591105,2.7530636226288396,5.21872959611977,3.1948416240141304,0.7,0.85,0.95,0.6,CMV_church,NA,NA,NA,NA
CMV,2797,2798,liver,3.8295421825511102,2.8693804480583602,5.21872959611977,3.1948416240141304,1.1,1.4,0.65,0.75,NA,NA,NA,NA,NA
CMV,2801,2802,liver,3.3667730658154698,4.82922031473534,5.21872959611977,3.1948416240141304,0.7,0.2,0,0.2,NA,NA,NA,NA,NA
CMV,2806,2807,liver,2.91970802919708,3.32479788707444,5.21872959611977,3.1948416240141304,0,0.6,0.35000000000000003,0.6,NA,NA,NA,NA,NA
CMV,2810,2811,liver,5.14767310432945,6.19166398455101,5.21872959611977,3.1948416240141304,0.7,0.85,4.25,6.15,NA,NA,NA,NA,NA
CMV,2831,2832,liver,3.64158636026686,2.92231277426822,3.94518960092731,3.61345275728837,2.45,0.55,3.85,2.45,eYFP,NA,NA,NA,NA
CMV,2846,2847,liver,9.31490102036018,12.0877235971576,7.309136420525659,3.77158125513839,4.2,2.15,16.85,14.899999999999999,eYFP,NA,NA,NA,NA
CMV,2867,2868,liver,3.9395505037458,2.01803482587065,3.49206349206349,2.26906158357771,0.95,1.35,2.1999999999999997,0.95,eYFP,NA,NA,NA,NA
CMV,2876,2877,liver,4.914995640802091,5.03822381262199,3.49206349206349,2.26906158357771,0.65,1.4,0.6,0.95,eYFP,NA,NA,NA,NA
CMV,2879,2880,liver,5.6072186836518,4.89997255344454,3.49206349206349,2.26906158357771,1.3,1.4,1.25,1.7000000000000002,eYFP,NA,NA,NA,NA
CMV,2882,2883,liver,4.644165358451071,3.20251081723444,3.49206349206349,2.26906158357771,0.65,1.9,1.25,1.0999999999999999,eYFP,NA,NA,NA,NA
CMV,2888,2889,liver,5.061252268602541,2.7612854584864803,3.49206349206349,2.26906158357771,2.4,2.9,3.2,2.45,eYFP,NA,NA,NA,NA
CMV,2903,2904,liver,9.962045196754211,9.29245283018868,3.1814572165971797,1.3000867929987,3.4,2.2,1.95,4.95,eYFP,NA,NA,NA,NA
CMV,2909,2910,liver,17.7895397864896,19.3220654943143,3.1814572165971797,1.3000867929987,7.65,7.1,1.6500000000000001,2.1999999999999997,eYFP,NA,NA,NA,NA
CMV,2912,2913,liver,10.0713012477718,8.98404305542442,3.1814572165971797,1.3000867929987,3.45,1.45,1.3,0.5499999999999999,eYFP,NA,NA,NA,NA
CMV,2918,2919,liver,1.59235668789809,3.58174737767728,3.1814572165971797,1.3000867929987,1.25,0.95,0,0.2,eYFP,NA,NA,NA,NA
CMV,2924,2925,liver,2.65191429574991,2.41364960466084,3.1814572165971797,1.3000867929987,1.6,1.25,2.6,1.5,eYFP,NA,NA,NA,NA
CMV,2936,2937,liver,6.7078471745596,6.9577598481253,34.8904639175258,33.0508474576271,6.45,2.7,12.65,13.900000000000002,eYFP,NA,NA,NA,NA
CMV,2969,2970,liver,7.26144822919016,5.89644824651767,3.60576923076923,4.99164578111947,0.7,1.85,12.85,9.950000000000001,eYFP,NA,NA,NA,NA
CMV,2981,2982,liver,9.06362545018007,11.8516908502218,4.23375074537865,4.81000481000481,4.25,5.45,7.95,4.65,eYFP,NA,NA,NA,NA
CMV,2999,3000,liver,10.0022371364653,11.1776584515122,5.35714285714286,2.87878787878788,2.85,2.95,6.6000000000000005,4.35,eYFP,NA,NA,NA,NA
CMV,3011,3012,liver,3.58587162278437,3.79336637438048,2.95438596491228,1.1667715544367498,2.6,2.4,4.45,3.2,eYFP,NA,NA,NA,NA
CMV,3017,3018,liver,5.41998231653404,2.9076923076923102,2.95438596491228,1.1667715544367498,2.25,2,1.6,3.35,eYFP,NA,NA,NA,NA
CMV,3032,3033,liver,4.47957499484217,2.90246309087186,2.82437412631846,1.60302343858351,1.65,0.4,5.1,3,eYFP,NA,NA,NA,NA
CMV,3036,3037,liver,9.128584229390679,11.4620259120996,2.82437412631846,1.60302343858351,3.15,2.6,3.2,2.85,eYFP,NA,NA,NA,NA
CMV,3044,3045,liver,3.95874478823788,5.83976833976834,2.82437412631846,1.60302343858351,1.75,1,3.85,2.5,eYFP,NA,NA,NA,NA
CMV,3062,3063,liver,6.85696095076401,6.150793650793649,5.37634408602151,1.38060479666319,1.45,2.7,1.6,0.75,eYFP,NA,NA,NA,NA
CMV,3077,3078,liver,9.65527760829774,9.32591218305504,2.74813895781638,1.38888888888889,5.7,3.65,9.049999999999999,13.700000000000001,eYFP,NA,NA,NA,NA
CMV,3086,3087,liver,9.87762237762238,6.73551006701165,2.74813895781638,1.38888888888889,1.2,2.3,12.25,11.75,eYFP,NA,NA,NA,NA
CMV,3095,3096,liver,5.42988640814728,6.326398967908401,2.74813895781638,1.38888888888889,5.85,5.4,12.049999999999999,11.15,eYFP,NA,NA,NA,NA
CMV,3105,3106,liver,3.6295962102413695,4.19535283993115,2.74813895781638,1.38888888888889,1.65,0.6,7.5,7.3999999999999995,eYFP,NA,NA,NA,NA
CMV,3125,3126,liver,2.6127648511634,2.5865166783845,8.542188805346699,9.450186027284,0.95,1.35,1.55,3.4000000000000004,eYFP,NA,NA,NA,NA
CMV,3128,3129,liver,3.2564102564102604,4.06848908037439,8.542188805346699,9.450186027284,1.35,1,2.5,4.55,eYFP,NA,NA,NA,NA
CMV,3144,3145,liver,5.8170118829552395,5.407343660355711,1.25470085470085,0.483091787439614,0.65,0.9,1.25,0.6,eYFP,NA,NA,NA,NA
CMV,3146,3147,liver,7.71829521829522,6.10126693776884,1.25470085470085,0.483091787439614,0.95,0.4,1.25,0.4,eYFP,NA,NA,NA,NA
CMV,3149,3150,liver,5.009468066792911,5.79616881173301,1.25470085470085,0.483091787439614,1.95,1.2,0.95,0.4,eYFP,NA,NA,NA,NA
CMV,3161,3162,liver,3.1896551724137896,2.36220472440945,1.37443070917371,1.55500479692996,0.35,1.2,1.55,1.55,eYFP,NA,NA,NA,NA
CMV,3167,3168,liver,5.53613053613054,6.23571247142494,1.37443070917371,1.55500479692996,0.95,0.6,3.15,2.85,eYFP,NA,NA,NA,NA
CMV,3183,3184,liver,2.67857142857143,2.23248082683256,2.65486725663717,1.7438122790099602,1.75,4.3,3.15,1.35,eYFP,NA,NA,NA,NA
CMV,3188,3189,liver,2.00742873836651,3.5364334169114997,2.65486725663717,1.7438122790099602,1,2.1,0.95,0.75,eYFP,NA,NA,NA,NA
CMV,3203,3204,liver,3.5183431465393005,3.32539573506739,2.80898876404494,3.75722543352601,1.6,1.15,2.1999999999999997,3.8,eYFP,NA,NA,NA,NA
CMV,3218,3219,liver,2.28157918031336,3.1905138339921,4.40795159896284,2.2609819121447003,2.05,1.45,4.7,4.2,eYFP,NA,NA,NA,NA
CMV,3266,3267,liver,2.5891829689298,2.3076923076923097,2.42822966507177,2.19025825433148,0.3,0.6,0.8999999999999999,5.5,eYFP,NA,NA,NA,NA
CMV,3281,3282,liver,3.5518790849673203,4.86368744323517,19.0401669274909,12.1142419014759,1.9,0.4,8.7,6.8500000000000005,eYFP,NA,NA,NA,NA
CMV,3296,3297,liver,3.125,2.35653235653236,2.93539325842697,2.3489010989011,1.35,2.3,9.65,6.6000000000000005,eYFP,NA,NA,NA,NA
CMV,3321,3322,liver,9.83701728734841,9.2459726546636,0.746268656716418,2.2255414488424203,4.45,3.9,13.25,11.15,eYFP,NA,NA,NA,NA
CMV,3332,3333,liver,5.39317176145821,5.04086594797281,3.0255724055902498,2.0377060284488597,2.2,1.65,2.7,1.35,eYFP,NA,NA,NA,NA
CMV,3338,3339,liver,4.1179811749432,3.15907680487012,3.0255724055902498,2.0377060284488597,1.6,1.4,2.4,1.8499999999999999,eYFP,NA,NA,NA,NA
CMV,3344,3345,liver,10.526315789473701,9.178888556320459,3.0255724055902498,2.0377060284488597,1.65,0.55,6.4,6.3,eYFP,NA,NA,NA,NA
CMV,3353,3354,liver,4.20402178466695,7.375034563273831,3.0255724055902498,2.0377060284488597,0.3,1.9,0.6,2.9499999999999997,eYFP,NA,NA,NA,NA
CMV,3356,3357,liver,4.467437614120509,8.05728088336784,3.0255724055902498,2.0377060284488597,0.6,1.95,0.6,3.15,eYFP,NA,NA,NA,NA
CMV,3383,3384,liver,3.22899099173214,2.92110874200426,1.3250319284802,1.06079265562024,1.85,0.2,0.8999999999999999,1.05,eYFP,NA,NA,NA,NA
CMV,3386,3387,liver,5.37567621719094,4.34135064242209,1.3250319284802,1.06079265562024,0.6,0.4,0.8999999999999999,0.7000000000000001,eYFP,NA,NA,NA,NA
CMV,3389,3390,liver,5.45891185017759,5.39442231075697,1.3250319284802,1.06079265562024,0.95,1.2,0.3,1.25,eYFP,NA,NA,NA,NA
CMV,3395,3396,liver,12.0790816326531,9.56051775548929,1.3250319284802,1.06079265562024,2.3,2.65,9.35,9.2,eYFP,NA,NA,NA,NA
CMV,3407,3408,liver,9.15377402719175,11.4407502131287,1.8072289156626498,1.8939393939393898,2.5,2.85,13.100000000000001,13.65,eYFP,NA,NA,NA,NA
CMV,3434,3435,liver,8.27219221156172,8.392857142857139,1.1221042471042502,2.1129605688429196,3.45,4.05,7.249999999999999,5.5,eYFP,NA,NA,NA,NA
CMV,3455,3456,liver,2.5197291992148396,2.65739866700993,3.2828282828282798,1.68867247245373,2.25,1.7,1.25,1.0999999999999999,eYFP,NA,NA,NA,NA
CMV,3462,3463,liver,6.82045303131246,6.875683448926701,3.2828282828282798,1.68867247245373,2.5,2.35,7.55,5.949999999999999,eYFP,NA,NA,NA,NA
CMV,3464,3465,liver,5.63246690345496,5.16968524705469,3.2828282828282798,1.68867247245373,1.9,2.3,10.9,10.549999999999999,eYFP,NA,NA,NA,NA
CMV,3488,3489,liver,10.277627245821,6.6973566973567005,3.03665734700217,0.995024875621891,2.35,2.45,2.8000000000000003,2.8000000000000003,eYFP,NA,NA,NA,NA
CMV,3494,3495,liver,8.44897959183673,8.19682459677419,3.03665734700217,0.995024875621891,0.3,0.55,0.95,1.0999999999999999,eYFP,NA,NA,NA,NA
CMV,3497,3498,liver,5.4409963250306195,5.48364834793386,3.03665734700217,0.995024875621891,1.3,0.55,0.65,2.65,eYFP,NA,NA,NA,NA
CMV,3500,3501,liver,14.5474409614253,10.956235011990401,3.03665734700217,0.995024875621891,1.8,1.85,0.3,2.8000000000000003,eYFP,NA,NA,NA,NA
CMV,3512,3513,liver,2.9472724258000302,1.54353408029879,4.21085792292345,2.2225644184375297,1.35,1.65,7.199999999999999,6.950000000000001,eYFP,NA,NA,NA,NA
CMV,3521,3522,liver,2.2252680803031497,2.43580846634282,4.21085792292345,2.2225644184375297,2.85,3,3.65,3.1,eYFP,NA,NA,NA,NA
CMV,3539,3540,liver,2.55505364201016,2.04648151209566,2.44316098276494,1.11904761904762,0.6,2,3.1,3.25,NA,NA,NA,NA,NA
CMV,3546,3547,liver,6.17759020191989,6.14499732477261,2.44316098276494,1.11904761904762,7.3,5.6,1.8499999999999999,1.3,NA,NA,NA,NA,NA
CMV,3568,3569,liver,2.98116475427582,3.79846177994035,7.88812785388128,9.490106544901069,1.85,0.6,1.8499999999999999,1.9,NA,NA,NA,NA,NA
CMV,3579,3580,liver,7.991228070175441,7.75147058823529,6.08695652173913,8.3147853736089,1.8,1.35,12.25,9.4,BGHp(A),NA,NA,NA,NA
CMV,3592,3593,liver,3.6823266219239397,3.4454773498598197,6.29890453834116,5.11692381870781,0.95,1.35,2.55,3.5999999999999996,BGHp(A),NA,NA,NA,NA
CMV,3638,3639,liver,5.17435584549679,5.46968645511324,3.11355311355311,2.77777777777778,4.1,5.1,3.9,2.8000000000000003,BGHp(A),NA,NA,NA,NA
CMV,3706,3707,liver,2.14307427297599,3.11083211271535,1.35135135135135,0.7092198581560281,1.45,2.2,6.75,7.6499999999999995,BGHp(A),NA,NA,NA,NA
CMV,3827,3828,liver,1.0869565217391302,1.25799985934313,0.78125,2.36220472440945,1.8,1.55,3.4000000000000004,2.85,stuffer,NA,NA,NA,NA
CMV,3830,3831,liver,7.05797101449275,9.51262321821147,0.78125,2.36220472440945,1.45,2.05,2.8000000000000003,2.85,stuffer,NA,NA,NA,NA
CMV,3850,3851,liver,8.995314372888739,11.008544400366201,0.9615384615384619,0.4,4.55,2.25,9.049999999999999,11.200000000000001,stuffer,NA,NA,NA,NA
CMV,3866,3867,liver,2.13333333333333,3.48237236617446,1.36029411764706,3.14174757281553,1.05,1.95,2.15,4.7,stuffer,NA,NA,NA,NA
CMV,3889,3890,liver,10.5485893416928,6.828193832599121,0.632911392405063,0,1.55,0.7,5.55,4.95,stuffer,NA,NA,NA,NA
CMV,3899,3900,liver,10.0623501199041,12.1848739495798,0.632911392405063,0,4.45,4.05,7.95,10.100000000000001,stuffer,NA,NA,NA,NA
CMV,3907,3908,liver,12.1885449250351,15.782629791363401,0.632911392405063,0,2,3,21.2,23.25,stuffer,NA,NA,NA,NA
CMV,3917,3918,liver,5.11799112545381,5.103481163567,0.632911392405063,0,2,2.55,3.9,5.45,stuffer,NA,NA,NA,NA
CMV,3922,3923,liver,5.68115942028986,4.27536231884058,0.632911392405063,0,1.1,1.3,0.7000000000000001,1.4500000000000002,stuffer,NA,NA,NA,NA
CMV,3926,3927,liver,2.55619104956853,3.02259105578608,0.632911392405063,0,0.75,1.35,0.7000000000000001,2.25,stuffer,NA,NA,NA,NA
CMV,3944,3945,liver,5.18680445151033,4.241140145958959,1,0.657894736842105,2.4,4.2,5.949999999999999,7.5,stuffer,NA,NA,NA,NA
CMV,3958,3959,liver,9.13615446178471,6.852465547527211,0.746268656716418,2.51050420168067,1.35,1.4,2.8000000000000003,2.85,stuffer,NA,NA,NA,NA
CMV,3965,3966,liver,9.59911361804996,6.48011100832562,0.746268656716418,2.51050420168067,2.1,2,7.249999999999999,6.2,stuffer,NA,NA,NA,NA
CMV,3981,3982,liver,17.3854880136986,20.4286701585916,5.057471264367821,2.54237288135593,13.65,8.55,24.15,19.15,stuffer,NA,NA,NA,NA
CMV,3993,3994,liver,6.626538838653449,6.10461128422208,0.78125,0.47169811320754695,3.25,1.95,4.25,5.35,stuffer,NA,NA,NA,NA
CMV,3999,4000,liver,6.364703371745629,8.951965065502181,0.78125,0.47169811320754695,7.15,3.35,3.5000000000000004,5.2,stuffer,NA,NA,NA,NA
CMV,4018,4019,liver,21.425446819147602,22.9854126838999,14.4984326018809,14.705882352941199,13.45,12,21,25.95,stuffer,NA,NA,NA,NA
CMV,4033,4034,liver,4.04381654381654,2.78603132680386,2.41935483870968,3.53535353535354,2.7,2.4,4.6,8.6,stuffer,NA,NA,NA,NA
CMV,4042,4043,liver,1.90990065090785,2.65907673112913,2.41935483870968,3.53535353535354,1.45,0.2,1.0999999999999999,2.65,stuffer,NA,NA,NA,NA
CMV,4045,4046,liver,2.95149800963754,3.3044733044733,2.41935483870968,3.53535353535354,1.1,0.4,1.0999999999999999,2,stuffer,NA,NA,NA,NA
CMV,4069,4070,liver,4.7032828282828305,3.46701756393386,0.746268656716418,1.3761467889908299,1.55,1.15,2.85,4.45,stuffer,NA,NA,NA,NA
CMV,4075,4076,liver,4.144794400699911,4.36602870813397,0.746268656716418,1.3761467889908299,2.95,2.75,2.9000000000000004,3.8,stuffer,NA,NA,NA,NA
CMV,4080,4081,liver,5.06440281030445,7.21599586981307,0.746268656716418,1.3761467889908299,1.1,2.05,4.75,5.5,stuffer,NA,NA,NA,NA
CMV,4096,4097,liver,13.4344827586207,11.3146836111168,16.0990712074303,6.58139534883721,3.35,1.05,5.55,5.800000000000001,stuffer,NA,NA,NA,NA
CMV,4113,4114,liver,7.66559829059829,4.21140609636185,1.56288156288156,0,1.75,4.6,7.199999999999999,6.75,stuffer,NA,NA,NA,NA
CMV,4122,4123,liver,8.26159926371068,8.78116576819407,1.56288156288156,0,6.6,2.6,4.95,7.000000000000001,stuffer,NA,NA,NA,NA
CMV,4125,4126,liver,7.71399143492167,8.61758881299762,1.56288156288156,0,2.4,1.65,3.45,5.8500000000000005,stuffer,NA,NA,NA,NA
CMV,4137,4138,liver,31.276667415225702,30.496372100826203,2.51196172248804,0.48076923076923095,13.65,15,10.25,12.75,stuffer,NA,NA,NA,NA
CMV,4146,4147,liver,15.6924366226692,17.9941002949852,2.51196172248804,0.48076923076923095,11.9,19.2,5.4,4.5,stuffer,NA,NA,NA,NA
CMV,4149,4150,liver,12.689816289688899,7.98245614035088,2.51196172248804,0.48076923076923095,1.7,2.65,4.95,4.95,stuffer,NA,NA,NA,NA
CMV,4161,4162,liver,1.1740986717267599,2.54313578394599,4.63565387117762,2.77777777777778,0.8,0.95,1.5,3.5000000000000004,stuffer,NA,NA,NA,NA
CMV,4206,4207,liver,4.07407407407407,6.06179971988796,0,1.5181088700932601,0.8,2.75,1.6,3.2,stuffer,NA,NA,NA,NA
CMV,4208,4209,liver,2.22819216182048,2.8201186968959497,0,1.5181088700932601,2.05,2.45,1.8499999999999999,3.6999999999999997,stuffer,NA,NA,NA,NA
CMV,4225,4226,liver,6.28088833281201,5.82107843137255,0,0.5,3.5,2.35,5.55,9.049999999999999,stuffer,NA,NA,NA,NA
CMV,4233,4234,liver,3.6752136752136804,2.88624587847386,0,0.5,0.85,0.45,2,1.2,stuffer,NA,NA,NA,NA
CMV,4236,4237,liver,3.6589930750514696,3.62569868021168,0,0.5,0.45,0.95,2.35,1.6500000000000001,stuffer,NA,NA,NA,NA
CMV,4255,4256,liver,12.172246873739399,12.0850279012579,1.78571428571429,1.13636363636364,1.75,1.3,6.3,9.8,stuffer,NA,NA,NA,NA
CMV,4259,4260,liver,11.4404248257551,9.7170803053156,1.78571428571429,1.13636363636364,2.05,1.25,6.65,8.05,stuffer,NA,NA,NA,NA
CMV,4267,4268,liver,7.087595907928391,3.83711913884328,1.78571428571429,1.13636363636364,2.35,0.95,3.5000000000000004,3.55,stuffer,NA,NA,NA,NA
CMV,4273,4274,liver,8.31725331026682,9.19571880088114,1.78571428571429,1.13636363636364,5.2,5.65,4.45,7.5,stuffer,NA,NA,NA,NA
CMV,4286,4287,liver,1.3043478260869599,3.07484506594629,0.8333333333333329,3.5098522167487696,1.25,1.65,1.5,3.1,stuffer,NA,NA,NA,NA
CMV,4293,4294,liver,2.10144927536232,1.88888888888889,0.8333333333333329,3.5098522167487696,3.05,2.5,1.55,2.8000000000000003,stuffer,NA,NA,NA,NA
CMV,4312,4313,liver,2.41605241605242,1.6904761904761902,0,0,1.7,2.4,5.55,3.75,stuffer,NA,NA,NA,NA
CMV,4322,4323,liver,9.57894736842105,4.6916533758639005,0,0,2.1,1.7,2.55,2.1,stuffer,NA,NA,NA,NA
CMV,4324,4325,liver,10.8796296296296,7.588650801175691,0,0,2.2,1.75,0.8,1.9,stuffer,NA,NA,NA,NA
CMV,4327,4328,liver,8.309787727305661,10.1871918835886,0,0,5.7,5.05,1.55,2,stuffer,NA,NA,NA,NA
CMV,4337,4338,liver,3.7175234936429,2.21718347836745,0,0,1.7,1,0.8,0.7000000000000001,stuffer,NA,NA,NA,NA
CMV,4342,4343,liver,3.6240786240786202,3.3951294427380403,0,0,1.3,2.1,0.8,0.75,stuffer,NA,NA,NA,NA
CMV,4344,4345,liver,6.61112240059608,6.963368878357031,0,0,2.25,0.8,0.4,1.4500000000000002,stuffer,NA,NA,NA,NA
