AAV,start,end,Sample,replicate,annotation,tool,Methylation
CMV,2879,2880,liver,01,eYFP,guppy,5.6072186836518
CMV,2882,2883,liver,01,eYFP,guppy,4.64416535845107
CMV,2888,2889,liver,01,eYFP,guppy,5.06125226860254
CMV,2903,2904,liver,01,eYFP,guppy,9.96204519675421
CMV,2909,2910,liver,01,eYFP,guppy,17.7895397864896
CMV,2912,2913,liver,01,eYFP,guppy,10.0713012477718
CMV,2918,2919,liver,01,eYFP,guppy,1.59235668789809
CMV,2924,2925,liver,01,eYFP,guppy,2.65191429574991
CMV,2936,2937,liver,01,eYFP,guppy,6.7078471745596
CMV,2969,2970,liver,01,eYFP,guppy,7.26144822919016
CMV,2981,2982,liver,01,eYFP,guppy,9.06362545018007
CMV,2999,3000,liver,01,eYFP,guppy,10.0022371364653
CMV,3011,3012,liver,01,eYFP,guppy,3.58587162278437
CMV,3017,3018,liver,01,eYFP,guppy,5.41998231653404
CMV,3032,3033,liver,01,eYFP,guppy,4.47957499484217
CMV,3036,3037,liver,01,eYFP,guppy,9.12858422939068
CMV,3044,3045,liver,01,eYFP,guppy,3.95874478823788
CMV,3062,3063,liver,01,eYFP,guppy,6.85696095076401
CMV,3077,3078,liver,01,eYFP,guppy,9.65527760829774
CMV,3086,3087,liver,01,eYFP,guppy,9.87762237762238
CMV,3095,3096,liver,01,eYFP,guppy,5.42988640814728
CMV,3105,3106,liver,01,eYFP,guppy,3.62959621024137
CMV,3125,3126,liver,01,eYFP,guppy,2.6127648511634
CMV,3128,3129,liver,01,eYFP,guppy,3.25641025641026
CMV,3144,3145,liver,01,eYFP,guppy,5.81701188295524
CMV,3146,3147,liver,01,eYFP,guppy,7.71829521829522
CMV,3149,3150,liver,01,eYFP,guppy,5.00946806679291
CMV,3161,3162,liver,01,eYFP,guppy,3.18965517241379
CMV,3167,3168,liver,01,eYFP,guppy,5.53613053613054
CMV,3183,3184,liver,01,eYFP,guppy,2.67857142857143
CMV,3188,3189,liver,01,eYFP,guppy,2.00742873836651
CMV,3203,3204,liver,01,eYFP,guppy,3.5183431465393
CMV,3218,3219,liver,01,eYFP,guppy,2.28157918031336
CMV,3266,3267,liver,01,eYFP,guppy,2.5891829689298
CMV,3281,3282,liver,01,eYFP,guppy,3.55187908496732
CMV,3296,3297,liver,01,eYFP,guppy,3.125
CMV,3321,3322,liver,01,eYFP,guppy,9.83701728734841
CMV,3332,3333,liver,01,eYFP,guppy,5.39317176145821
CMV,3338,3339,liver,01,eYFP,guppy,4.1179811749432
CMV,3344,3345,liver,01,eYFP,guppy,10.5263157894737
CMV,3353,3354,liver,01,eYFP,guppy,4.20402178466695
CMV,3356,3357,liver,01,eYFP,guppy,4.46743761412051
CMV,3383,3384,liver,01,eYFP,guppy,3.22899099173214
CMV,3386,3387,liver,01,eYFP,guppy,5.37567621719094
CMV,3389,3390,liver,01,eYFP,guppy,5.45891185017759
CMV,3395,3396,liver,01,eYFP,guppy,12.0790816326531
CMV,3407,3408,liver,01,eYFP,guppy,9.15377402719175
CMV,3434,3435,liver,01,eYFP,guppy,8.27219221156172
CMV,3455,3456,liver,01,eYFP,guppy,2.51972919921484
CMV,3462,3463,liver,01,eYFP,guppy,6.82045303131246
CMV,3464,3465,liver,01,eYFP,guppy,5.63246690345496
CMV,3488,3489,liver,01,eYFP,guppy,10.277627245821
CMV,3494,3495,liver,01,eYFP,guppy,8.44897959183673
CMV,3497,3498,liver,01,eYFP,guppy,5.44099632503062
CMV,3500,3501,liver,01,eYFP,guppy,14.5474409614253
CMV,3512,3513,liver,01,eYFP,guppy,2.94727242580003
CMV,3521,3522,liver,01,eYFP,guppy,2.22526808030315
CMV,3579,3580,liver,01,BGHp(A),guppy,7.99122807017544
CMV,3592,3593,liver,01,BGHp(A),guppy,3.68232662192394
CMV,3638,3639,liver,01,BGHp(A),guppy,5.17435584549679
CMV,3706,3707,liver,01,BGHp(A),guppy,2.14307427297599
CMV,3827,3828,liver,01,stuffer,guppy,1.08695652173913
CMV,3830,3831,liver,01,stuffer,guppy,7.05797101449275
CMV,3850,3851,liver,01,stuffer,guppy,8.99531437288874
CMV,3866,3867,liver,01,stuffer,guppy,2.13333333333333
CMV,3889,3890,liver,01,stuffer,guppy,10.5485893416928
CMV,3899,3900,liver,01,stuffer,guppy,10.0623501199041
CMV,3907,3908,liver,01,stuffer,guppy,12.1885449250351
CMV,3917,3918,liver,01,stuffer,guppy,5.11799112545381
CMV,3922,3923,liver,01,stuffer,guppy,5.68115942028986
CMV,3926,3927,liver,01,stuffer,guppy,2.55619104956853
CMV,3944,3945,liver,01,stuffer,guppy,5.18680445151033
CMV,3958,3959,liver,01,stuffer,guppy,9.13615446178471
CMV,3965,3966,liver,01,stuffer,guppy,9.59911361804996
CMV,3981,3982,liver,01,stuffer,guppy,17.3854880136986
CMV,3993,3994,liver,01,stuffer,guppy,6.62653883865345
CMV,3999,4000,liver,01,stuffer,guppy,6.36470337174563
CMV,4018,4019,liver,01,stuffer,guppy,21.4254468191476
CMV,4033,4034,liver,01,stuffer,guppy,4.04381654381654
CMV,4042,4043,liver,01,stuffer,guppy,1.90990065090785
CMV,4045,4046,liver,01,stuffer,guppy,2.95149800963754
CMV,4069,4070,liver,01,stuffer,guppy,4.70328282828283
CMV,4075,4076,liver,01,stuffer,guppy,4.14479440069991
CMV,4080,4081,liver,01,stuffer,guppy,5.06440281030445
CMV,4096,4097,liver,01,stuffer,guppy,13.4344827586207
CMV,4113,4114,liver,01,stuffer,guppy,7.66559829059829
CMV,4122,4123,liver,01,stuffer,guppy,8.26159926371068
CMV,4125,4126,liver,01,stuffer,guppy,7.71399143492167
CMV,4137,4138,liver,01,stuffer,guppy,31.2766674152257
CMV,4146,4147,liver,01,stuffer,guppy,15.6924366226692
CMV,4149,4150,liver,01,stuffer,guppy,12.6898162896889
CMV,4161,4162,liver,01,stuffer,guppy,1.17409867172676
CMV,4206,4207,liver,01,stuffer,guppy,4.07407407407407
CMV,4208,4209,liver,01,stuffer,guppy,2.22819216182048
CMV,4225,4226,liver,01,stuffer,guppy,6.28088833281201
CMV,4233,4234,liver,01,stuffer,guppy,3.67521367521368
CMV,4236,4237,liver,01,stuffer,guppy,3.65899307505147
CMV,4255,4256,liver,01,stuffer,guppy,12.1722468737394
CMV,4259,4260,liver,01,stuffer,guppy,11.4404248257551
CMV,4267,4268,liver,01,stuffer,guppy,7.08759590792839
CMV,4273,4274,liver,01,stuffer,guppy,8.31725331026682
CMV,4286,4287,liver,01,stuffer,guppy,1.30434782608696
CMV,4293,4294,liver,01,stuffer,guppy,2.10144927536232
CMV,4312,4313,liver,01,stuffer,guppy,2.41605241605242
CMV,4322,4323,liver,01,stuffer,guppy,9.57894736842105
CMV,4324,4325,liver,01,stuffer,guppy,10.8796296296296
CMV,4327,4328,liver,01,stuffer,guppy,8.30978772730566
CMV,4337,4338,liver,01,stuffer,guppy,3.7175234936429
CMV,4342,4343,liver,01,stuffer,guppy,3.62407862407862
CMV,4344,4345,liver,01,stuffer,guppy,6.61112240059608
CMV,4358,4359,liver,01,stuffer,guppy,20.9207905622798
CMV,4369,4370,liver,01,stuffer,guppy,2.77777777777778
CMV,4400,4401,liver,01,stuffer,guppy,9.16083916083916
CMV,4408,4409,liver,01,stuffer,guppy,6.02720114531138
CMV,4418,4419,liver,01,stuffer,guppy,7.36091102421623
CMV,4423,4424,liver,01,stuffer,guppy,2.14304583278299
CMV,4428,4429,liver,01,stuffer,guppy,5.38847117794486
CMV,4443,4444,liver,01,stuffer,guppy,4.66764255772174
CMV,4459,4460,liver,01,stuffer,guppy,9.11844792375766
CMV,4478,4479,liver,01,stuffer,guppy,3.00118273211118
CMV,4499,4500,liver,01,stuffer,guppy,5.79555933886643
CMV,4501,4502,liver,01,stuffer,guppy,5.53775899672846
CMV,4531,4532,liver,01,stuffer,guppy,12.6984126984127
CMV,4534,4535,liver,01,stuffer,guppy,4.36865021770682
CMV,4541,4542,liver,01,stuffer,guppy,21.3095238095238
CMV,4553,4554,liver,01,stuffer,guppy,15.8521870286576
CMV,4584,4585,liver,01,stuffer,guppy,6.93933823529412
CMV,4591,4592,liver,01,stuffer,guppy,5.91803278688525
CMV,4597,4598,liver,01,stuffer,guppy,10.618932038835
CMV,4603,4604,liver,01,stuffer,guppy,9.35486757337151
CMV,4605,4606,liver,01,stuffer,guppy,8.19047619047619
CMV,4612,4613,liver,01,stuffer,guppy,6.83333333333333
CMV,4615,4616,liver,01,stuffer,guppy,8.62082301980198
CMV,4627,4628,liver,01,stuffer,guppy,5.18308997783044
CMV,4634,4635,liver,01,stuffer,guppy,7.173682616596
CMV,4648,4649,liver,01,stuffer,guppy,2.25183823529412
CMV,4652,4653,liver,01,stuffer,guppy,5.97777777777778
CMV,4654,4655,liver,01,stuffer,guppy,7.24571078431372
CMV,4664,4665,liver,01,stuffer,guppy,6.79611650485437
CMV,4672,4673,liver,01,stuffer,guppy,0.515463917525773
CMV,4675,4676,liver,01,stuffer,guppy,2.42249571584359
CMV,4683,4684,liver,01,stuffer,guppy,8.18331833183318
CMV,4696,4697,liver,01,stuffer,guppy,11.3921472792441
CMV,4699,4700,liver,01,stuffer,guppy,4.84957341715312
CMV,4707,4708,liver,01,stuffer,guppy,7.65384615384615
CMV,4718,4719,liver,01,stuffer,guppy,6.3
CMV,4722,4723,liver,01,stuffer,guppy,4.30860882698439
CMV,4741,4742,liver,01,stuffer,guppy,8.72549019607843
CMV,4744,4745,liver,01,stuffer,guppy,4.07524752475248
CMV,4747,4748,liver,01,stuffer,guppy,5.64516129032258
CMV,4752,4753,liver,01,stuffer,guppy,9.17517006802721
CMV,4774,4775,liver,01,stuffer,guppy,3.33997178657373
CMV,4780,4781,liver,01,stuffer,guppy,8.43137254901961
CMV,4787,4788,liver,01,stuffer,guppy,10.2863726135616
CMV,4789,4790,liver,01,stuffer,guppy,1.47058823529412
CMV,4796,4797,liver,01,stuffer,guppy,7.25221238938053
CMV,4825,4826,liver,01,stuffer,guppy,3.42171717171717
CMV,4833,4834,liver,01,stuffer,guppy,2.15686274509804
CMV,4844,4845,liver,01,stuffer,guppy,2.29310344827586
CMV,4849,4850,liver,01,stuffer,guppy,3.06237879767292
CMV,4856,4857,liver,01,stuffer,guppy,4.11566061629379
CMV,4861,4862,liver,01,stuffer,guppy,5.26420499761261
CMV,4902,4903,liver,01,stuffer,guppy,1.79271708683473
CMV,4945,4946,liver,01,stuffer,guppy,4.05272234540527
CMV,4948,4949,liver,01,stuffer,guppy,6.65009077275239
CMV,4952,4953,liver,01,stuffer,guppy,6.61335364305661
CMV,4959,4960,liver,01,stuffer,guppy,2.68382039703502
CMV,4968,4969,liver,01,stuffer,guppy,9.5191140776699
CMV,4977,4978,liver,01,stuffer,guppy,11.6593028964163
CMV,4989,4990,liver,01,stuffer,guppy,11.235119047619
CMV,4996,4997,liver,01,stuffer,guppy,4.58430458430458
CMV,5000,5001,liver,01,stuffer,guppy,4.87528344671202
CMV,5005,5006,liver,01,stuffer,guppy,6.80833333333333
CMV,5044,5045,liver,01,stuffer,guppy,11.7028985507246
CMV,5063,5064,liver,01,stuffer,guppy,2.47497219132369
CMV,5071,5072,liver,01,stuffer,guppy,3.81720430107527
CMV,5079,5080,liver,01,stuffer,guppy,10.6271238801359
CMV,5081,5082,liver,01,stuffer,guppy,13.605379513633
CMV,5091,5092,liver,01,stuffer,guppy,4.96493688639551
CMV,5094,5095,liver,01,stuffer,guppy,2.48168498168498
CMV,5101,5102,liver,01,stuffer,guppy,2.6268115942029
CMV,5105,5106,liver,01,stuffer,guppy,7.84477015323118
CMV,5107,5108,liver,01,stuffer,guppy,7.75940811107051
CMV,5112,5113,liver,01,stuffer,guppy,5.04940711462451
CMV,5114,5115,liver,01,stuffer,guppy,3.69623655913978
CMV,5126,5127,liver,01,stuffer,guppy,7.61938202247191
CMV,5128,5129,liver,01,stuffer,guppy,2.48868778280543
CMV,5132,5133,liver,01,stuffer,guppy,7.30408442446746
CMV,5142,5143,liver,01,stuffer,guppy,7.56410256410256
CMV,5160,5161,liver,01,stuffer,guppy,7.44810744810745
CMV,5182,5183,liver,01,stuffer,guppy,7.32758620689655
CMV,5185,5186,liver,01,stuffer,guppy,13.4271915436486
CMV,5194,5195,liver,01,stuffer,guppy,11.3399707709171
CMV,5197,5198,liver,01,stuffer,guppy,7.1398790910986
CMV,5199,5200,liver,01,stuffer,guppy,8.73168498168498
CMV,5207,5208,liver,01,stuffer,guppy,4.98251748251748
CMV,5224,5225,liver,01,stuffer,guppy,5.13136288998358
CMV,5234,5235,liver,01,stuffer,guppy,12.644084934277
CMV,5238,5239,liver,01,stuffer,guppy,9.71331194867682
CMV,5254,5255,liver,01,stuffer,guppy,6.38041733547351
CMV,5257,5258,liver,01,stuffer,guppy,13.1827891364052
CMV,5263,5264,liver,01,stuffer,guppy,2.91524017014213
CMV,5271,5272,liver,01,stuffer,guppy,17.7866195107574
CMV,5278,5279,liver,01,stuffer,guppy,3.11306340718105
CMV,5292,5293,liver,01,stuffer,guppy,18.5298838636578
CMV,5299,5300,liver,01,stuffer,guppy,9.10278745644599
CMV,5301,5302,liver,01,stuffer,guppy,7.72727272727273
CMV,5303,5304,liver,01,stuffer,guppy,11.6273352999017
CMV,5305,5306,liver,01,stuffer,guppy,12.040692377771
CMV,5328,5329,liver,01,stuffer,guppy,6.59340659340659
CMV,5337,5338,liver,01,stuffer,guppy,2.57159555815313
CMV,5364,5365,liver,01,stuffer,guppy,3.92786561264822
CMV,5379,5380,liver,01,stuffer,guppy,2.85765636232926
CMV,5381,5382,liver,01,stuffer,guppy,3.23013415892673
CMV,5385,5386,liver,01,stuffer,guppy,11.662749706228
CMV,5398,5399,liver,01,stuffer,guppy,3.5996713566807
CMV,5404,5405,liver,01,stuffer,guppy,3.30819881053526
CMV,5410,5411,liver,01,stuffer,guppy,5.53154710458081
CMV,5412,5413,liver,01,stuffer,guppy,2.67676767676768
CMV,5431,5432,liver,01,stuffer,guppy,3.33652618135377
CMV,5437,5438,liver,01,stuffer,guppy,6.00086188321482
CMV,5454,5455,liver,01,stuffer,guppy,1.95742471443406
CMV,5459,5460,liver,01,stuffer,guppy,2.57867132867133
CMV,5471,5472,liver,01,stuffer,guppy,8.15959741193386
CMV,5482,5483,liver,01,stuffer,guppy,2.0533303330333
CMV,5488,5489,liver,01,stuffer,guppy,3.84353741496599
CMV,5511,5512,liver,01,stuffer,guppy,6.63265306122449
CMV,5533,5534,liver,01,stuffer,guppy,5.9344823371226
CMV,5541,5542,liver,01,stuffer,guppy,6.71686746987952
CMV,5547,5548,liver,01,stuffer,guppy,5.35881801125704
CMV,5554,5555,liver,01,stuffer,guppy,3.51163740302164
CMV,5557,5558,liver,01,stuffer,guppy,7.84834581019078
CMV,5569,5570,liver,01,stuffer,guppy,5.6803594351733
CMV,5574,5575,liver,01,stuffer,guppy,7.37693389592124
CMV,5577,5578,liver,01,stuffer,guppy,7.7034517510708
CMV,5581,5582,liver,01,stuffer,guppy,2.6581002771479
CMV,5585,5586,liver,01,stuffer,guppy,3.09278350515464
CMV,5602,5603,liver,01,stuffer,guppy,2.34588106928532
CMV,5617,5618,liver,01,stuffer,guppy,6.67619436504696
CMV,5621,5622,liver,01,stuffer,guppy,7.10212980043602
CMV,5625,5626,liver,01,stuffer,guppy,5.15156154317208
CMV,5628,5629,liver,01,stuffer,guppy,6.37485311398355
CMV,5637,5638,liver,01,stuffer,guppy,20.3992210321324
CMV,5643,5644,liver,01,stuffer,guppy,9.11914172783738
CMV,5678,5679,liver,01,stuffer,guppy,19.5574162679426
CMV,5686,5687,liver,01,stuffer,guppy,15.2998776009792
CMV,5698,5699,liver,01,stuffer,guppy,0.581395348837209
CMV,5710,5711,liver,01,stuffer,guppy,11.6203563877982
CMV,5723,5724,liver,01,stuffer,guppy,13.5617256306911
CMV,5731,5732,liver,01,stuffer,guppy,12.2611195670556
CMV,5737,5738,liver,01,stuffer,guppy,3.34767641996558
CMV,5760,5761,liver,01,stuffer,guppy,15.1672535211268
CMV,5775,5776,liver,01,stuffer,guppy,8.10685033507074
CMV,5785,5786,liver,01,stuffer,guppy,13.2867132867133
CMV,5806,5807,liver,01,stuffer,guppy,4.41558441558442
CMV,5952,5953,liver,01,ITR,guppy,13.3333333333333
CMV,5954,5955,liver,01,ITR,guppy,2.94117647058824
CMV,5958,5959,liver,01,ITR,guppy,1.51515151515152
CMV,5962,5963,liver,01,ITR,guppy,7.8125
CMV,5975,5976,liver,01,ITR,guppy,5.05747126436782
CMV,5979,5980,liver,01,ITR,guppy,7.32323232323232
CMV,5990,5991,liver,01,ITR,guppy,7.89473684210526
CMV,5994,5995,liver,01,ITR,guppy,20
CMV,5997,5998,liver,01,ITR,guppy,15
CMV,6012,6013,liver,01,ITR,guppy,7.89473684210526
CMV,6016,6017,liver,01,ITR,guppy,10
CMV,6029,6030,liver,01,ITR,guppy,11.1111111111111
CMV,6039,6040,liver,01,ITR,guppy,17.3611111111111
CMV,6001,6002,liver,01,ITR,guppy,0
CMV,6033,6034,liver,01,ITR,guppy,0
CMV,6037,6038,liver,01,ITR,guppy,0
LP1,2002,2003,liver,01,ITR,guppy,27.9411764705882
LP1,2004,2005,liver,01,ITR,guppy,12.1428571428571
LP1,2008,2009,liver,01,ITR,guppy,12.1428571428571
LP1,2012,2013,liver,01,ITR,guppy,11.1111111111111
LP1,2025,2026,liver,01,ITR,guppy,6.07142857142857
LP1,2029,2030,liver,01,ITR,guppy,18.609022556391
LP1,2040,2041,liver,01,ITR,guppy,10.5263157894737
LP1,2047,2048,liver,01,ITR,guppy,13.9194139194139
LP1,2051,2052,liver,01,ITR,guppy,6.22710622710623
LP1,2062,2063,liver,01,ITR,guppy,6.81818181818182
LP1,2066,2067,liver,01,ITR,guppy,8.5
LP1,2079,2080,liver,01,ITR,guppy,2.27272727272727
LP1,2083,2084,liver,01,ITR,guppy,5.63186813186813
LP1,2087,2088,liver,01,ITR,guppy,4.80549199084668
LP1,2089,2090,liver,01,ITR,guppy,4.25724637681159
LP1,2315,2316,liver,01,promoter,guppy,7.01086956521739
LP1,2331,2332,liver,01,promoter,guppy,6.62878787878788
LP1,2359,2360,liver,01,promoter,guppy,15.5555555555556
LP1,2396,2397,liver,01,promoter,guppy,8.60314523589269
LP1,2435,2436,liver,01,promoter,guppy,4.32785299806576
LP1,2439,2440,liver,01,promoter,guppy,20.2127659574468
LP1,2446,2447,liver,01,promoter,guppy,10.0296442687747
LP1,2452,2453,liver,01,promoter,guppy,3.40909090909091
LP1,2456,2457,liver,01,promoter,guppy,5.41371158392435
LP1,2500,2501,liver,01,promoter,guppy,24.3498817966903
LP1,2545,2546,liver,01,promoter,guppy,7.8030303030303
LP1,2575,2576,liver,01,promoter,guppy,9.53014184397163
LP1,2579,2580,liver,01,promoter,guppy,5.04166666666667
LP1,2639,2640,liver,01,promoter,guppy,8.71459694989107
LP1,2777,2778,liver,01,eYFP,guppy,3.44827586206897
LP1,2792,2793,liver,01,eYFP,guppy,14.3448275862069
LP1,2813,2814,liver,01,eYFP,guppy,6.45901639344262
LP1,2822,2823,liver,01,eYFP,guppy,6.83333333333333
LP1,2825,2826,liver,01,eYFP,guppy,4.18734491315136
LP1,2828,2829,liver,01,eYFP,guppy,4.41935483870968
LP1,2834,2835,liver,01,eYFP,guppy,5.77956989247312
LP1,2849,2850,liver,01,eYFP,guppy,13.1127450980392
LP1,2855,2856,liver,01,eYFP,guppy,22.3809523809524
LP1,2858,2859,liver,01,eYFP,guppy,15.6393442622951
LP1,2864,2865,liver,01,eYFP,guppy,3.2258064516129
LP1,2870,2871,liver,01,eYFP,guppy,3.43940855030537
LP1,2882,2883,liver,01,eYFP,guppy,7.94930875576037
LP1,2915,2916,liver,01,eYFP,guppy,7.38095238095238
LP1,2927,2928,liver,01,eYFP,guppy,11.4432658309225
LP1,2945,2946,liver,01,eYFP,guppy,14.3448275862069
LP1,2957,2958,liver,01,eYFP,guppy,3.63664029214851
LP1,2963,2964,liver,01,eYFP,guppy,5.66666666666667
LP1,2978,2979,liver,01,eYFP,guppy,8
LP1,2982,2983,liver,01,eYFP,guppy,7.44433366566966
LP1,2990,2991,liver,01,eYFP,guppy,9.40563725490196
LP1,3008,3009,liver,01,eYFP,guppy,2.57575757575758
LP1,3023,3024,liver,01,eYFP,guppy,10.7977207977208
LP1,3032,3033,liver,01,eYFP,guppy,13.1059506531205
LP1,3041,3042,liver,01,eYFP,guppy,2.88461538461538
LP1,3051,3052,liver,01,eYFP,guppy,5.47761194029851
LP1,3071,3072,liver,01,eYFP,guppy,4.62420042643923
LP1,3074,3075,liver,01,eYFP,guppy,4.72689075630252
LP1,3090,3091,liver,01,eYFP,guppy,5.92957746478873
LP1,3092,3093,liver,01,eYFP,guppy,7.57080610021786
LP1,3095,3096,liver,01,eYFP,guppy,5.90958605664488
LP1,3107,3108,liver,01,eYFP,guppy,2.11267605633803
LP1,3113,3114,liver,01,eYFP,guppy,5.63380281690141
LP1,3129,3130,liver,01,eYFP,guppy,3.01633298208641
LP1,3134,3135,liver,01,eYFP,guppy,1.36986301369863
LP1,3149,3150,liver,01,eYFP,guppy,3.77893245158243
LP1,3164,3165,liver,01,eYFP,guppy,3.37837837837838
LP1,3212,3213,liver,01,eYFP,guppy,3.07692307692308
LP1,3227,3228,liver,01,eYFP,guppy,6.93647148871029
LP1,3242,3243,liver,01,eYFP,guppy,4.76190476190476
LP1,3267,3268,liver,01,eYFP,guppy,9.34799685781618
LP1,3278,3279,liver,01,eYFP,guppy,3.33269671504966
LP1,3284,3285,liver,01,eYFP,guppy,2.02702702702703
LP1,3290,3291,liver,01,eYFP,guppy,6.04910714285714
LP1,3299,3300,liver,01,eYFP,guppy,4.71734148204736
LP1,3302,3303,liver,01,eYFP,guppy,5.93645484949833
LP1,3329,3330,liver,01,eYFP,guppy,3.52167182662539
LP1,3332,3333,liver,01,eYFP,guppy,6.14630467571644
LP1,3335,3336,liver,01,eYFP,guppy,6.40068886337543
LP1,3341,3342,liver,01,eYFP,guppy,16.6241003018342
LP1,3353,3354,liver,01,eYFP,guppy,15.2747252747253
LP1,3380,3381,liver,01,eYFP,guppy,11.715367965368
LP1,3401,3402,liver,01,eYFP,guppy,4.61383232434416
LP1,3408,3409,liver,01,eYFP,guppy,10.4054054054054
LP1,3410,3411,liver,01,eYFP,guppy,3.53281853281853
LP1,3434,3435,liver,01,eYFP,guppy,11.9810971089696
LP1,3440,3441,liver,01,eYFP,guppy,4.8069498069498096
LP1,3443,3444,liver,01,eYFP,guppy,5.54511278195489
LP1,3446,3447,liver,01,eYFP,guppy,15.5976398934145
LP1,3458,3459,liver,01,eYFP,guppy,3.48253907003666
LP1,3467,3468,liver,01,eYFP,guppy,4.08636026686434
LP1,3525,3526,liver,01,BGHp(A),guppy,7.16356107660455
LP1,3538,3539,liver,01,BGHp(A),guppy,7.3785999579567
LP1,3584,3585,liver,01,BGHp(A),guppy,6.72806067172264
LP1,3652,3653,liver,01,BGHp(A),guppy,1.52777777777778
LP1,3773,3774,liver,01,stuffer,guppy,0.847457627118644
LP1,3776,3777,liver,01,stuffer,guppy,10.7427716849452
LP1,3796,3797,liver,01,stuffer,guppy,11.0169491525424
LP1,3812,3813,liver,01,stuffer,guppy,3.4248400852878502
LP1,3835,3836,liver,01,stuffer,guppy,9.73262032085562
LP1,3845,3846,liver,01,stuffer,guppy,9.50888192267503
LP1,3853,3854,liver,01,stuffer,guppy,10.9332238642583
LP1,3863,3864,liver,01,stuffer,guppy,5.19624101713654
LP1,3868,3869,liver,01,stuffer,guppy,4.17110874200426
LP1,3890,3891,liver,01,stuffer,guppy,6.92330210772834
LP1,3904,3905,liver,01,stuffer,guppy,6.08391608391608
LP1,3911,3912,liver,01,stuffer,guppy,8.11730819586279
LP1,3927,3928,liver,01,stuffer,guppy,25.5166217430368
LP1,3939,3940,liver,01,stuffer,guppy,5.98515310856789
LP1,3945,3946,liver,01,stuffer,guppy,4.78787878787879
LP1,3964,3965,liver,01,stuffer,guppy,24.4590163934426
LP1,3979,3980,liver,01,stuffer,guppy,8.95927601809955
LP1,3988,3989,liver,01,stuffer,guppy,4.59968602825746
LP1,3991,3992,liver,01,stuffer,guppy,2.81004709576138
LP1,4015,4016,liver,01,stuffer,guppy,5.74866310160428
LP1,4021,4022,liver,01,stuffer,guppy,4.00548279013098
